FET Vds-Id
VDS= 0 to -2 in -0.05 step
VG= 0 to -2 in -0.5 step
NO. VG VDS VS ID IS IG ISUB VSUB
 V V V A A A A V
1 0 0 0 -2.13E-12 -3.59E-12 -6.84E-12 -3.8E-13 0
2 0 -0.05 0 -1.03E-12 -1.92E-12 -1.21E-12 -2E-13 0
3 0 -0.1 0 -1.5E-13 5.46E-12 4.24E-12 5.7E-13 0
4 0 -0.15 0 -1.9E-13 7.6E-13 1.43E-12 3.7E-13 0
5 0 -0.2 0 -3.3E-13 -3.2E-13 2.3E-13 3.1E-13 0
6 0 -0.25 0 -7.2E-13 8E-14 3.5E-13 2.9E-13 0
7 0 -0.3 0 -5.9E-13 -1.5E-12 -8E-13 3.1E-13 0
8 0 -0.35 0 -7.5E-13 -1.3E-13 6E-14 3.4E-13 0
9 0 -0.4 0 -6.8E-13 -2.3E-13 -2.3E-13 2.9E-13 0
10 0 -0.45 0 -7.8E-13 3E-14 -1E-13 4.6E-13 0
11 0 -0.5 0 -7E-13 -8.8E-13 -1.23E-12 3.3E-13 0
12 0 -0.55 0 -8.1E-13 3.5E-13 6.2E-13 4E-13 0
13 0 -0.6 0 -7.6E-13 -1.16E-12 -1.03E-12 4.5E-13 0
14 0 -0.65 0 -9.1E-13 2.7E-13 2E-13 4.8E-13 0
15 0 -0.7 0 -8.4E-13 -7.3E-13 -9.1E-13 5E-13 0
16 0 -0.75 0 -9.3E-13 -4.1E-13 5.6E-13 5E-13 0
17 0 -0.8 0 -9.9E-13 2.8E-13 -4.9E-13 6.4E-13 0
18 0 -0.85 0 -1.01E-12 -9.9E-13 -1.07E-12 6.9E-13 0
19 0 -0.9 0 -1.1E-12 1.2E-13 3.7E-13 7.4E-13 0
20 0 -0.95 0 -1.23E-12 -9.8E-13 -6E-13 8.5E-13 0
21 0 -1 0 -1.46E-12 1E-13 -6E-14 9E-13 0
22 0 -1.05 0 -1.54E-12 -9.7E-13 -9E-13 1.08E-12 0
23 0 -1.1 0 -1.68E-12 9E-14 1.4E-13 1.23E-12 0
24 0 -1.15 0 -1.82E-12 -7.2E-13 -5.9E-13 1.37E-12 0
25 0 -1.2 0 -2.16E-12 -1.7E-13 0 1.6E-12 0
26 0 -1.25 0 -2.26E-12 -1E-14 -3E-14 1.77E-12 0
27 0 -1.3 0 -2.43E-12 -1.2E-13 5E-14 2.13E-12 0
28 0 -1.35 0 -2.74E-12 -5E-14 -3.6E-13 2.3E-12 0
29 0 -1.4 0 -3.04E-12 -6.1E-13 -6.2E-13 2.61E-12 0
30 0 -1.45 0 -3.35E-12 -3E-13 -1.6E-13 2.92E-12 0
31 0 -1.5 0 -3.78E-12 -4.2E-13 -3E-13 3.24E-12 0
32 0 -1.55 0 -4.13E-12 -5.5E-13 -2.5E-13 3.71E-12 0
33 0 -1.6 0 -4.59E-12 -5.8E-13 -5.9E-13 4.1E-12 0
34 0 -1.65 0 -5.07E-12 2.3E-13 6.7E-13 4.66E-12 0
35 0 -1.7 0 -5.57E-12 -4.7E-13 -4.8E-13 5.18E-12 0
36 0 -1.75 0 -6.25E-12 1.8E-13 2.5E-13 5.78E-12 0
37 0 -1.8 0 -7.05E-12 -5E-14 1.1E-13 6.57E-12 0
38 0 -1.85 0 -7.81E-12 1.9E-13 1.3E-13 7.24E-12 0
39 0 -1.9 0 -8.57E-12 -8.7E-13 -1.07E-12 8.07E-12 0
40 0 -1.95 0 -9.56E-12 -4.6E-13 1.5E-13 9.07E-12 0
