FET Vds-Id
VG= 0 to -2 in -0.02 step
VDS= -0.05 to -0.5 in -0.45 step
NO. VG VDS ID IG VSUB
 V V A A V
1 0 -0.05 -4.9E-13 -1.42E-12 0
2 -0.02 -0.05 -1.23E-12 -1.53E-12 0
3 -0.04 -0.05 -6.6E-13 -3.38E-12 0
4 -0.06 -0.05 -1.05E-12 -4.96E-12 0
5 -0.08 -0.05 -2.8E-13 -2.26E-12 0
6 -0.1 -0.05 -1E-12 -2.41E-12 0
7 -0.12 -0.05 -5.7E-13 -6.35E-12 0
8 -0.14 -0.05 -6.2E-13 -1.47E-12 0
9 -0.16 -0.05 -6E-13 -2.06E-12 0
10 -0.18 -0.05 -7E-13 -4.12E-12 0
11 -0.2 -0.05 -7.4E-13 -2.86E-12 0
12 -0.22 -0.05 -7E-13 -4.24E-12 0
13 -0.24 -0.05 -6.7E-13 -5.67E-12 0
14 -0.26 -0.05 -7.4E-13 -2.99E-12 0
15 -0.28 -0.05 -7.2E-13 -4.53E-12 0
16 -0.3 -0.05 -6.6E-13 -4.24E-12 0
17 -0.32 -0.05 -6.9E-13 -2.68E-12 0
18 -0.34 -0.05 -7.2E-13 -5.88E-12 0
19 -0.36 -0.05 -6.9E-13 -5.39E-12 0
20 -0.38 -0.05 -7.3E-13 -2.99E-12 0
21 -0.4 -0.05 -7.5E-13 -4.59E-12 0
22 -0.42 -0.05 -7.4E-13 -3.78E-12 0
23 -0.44 -0.05 -7.5E-13 -2.35E-12 0
24 -0.46 -0.05 -7.2E-13 -5.84E-12 0
25 -0.48 -0.05 -6.9E-13 -3.53E-12 0
26 -0.5 -0.05 -7.3E-13 -5.7E-12 0
27 -0.52 -0.05 -7.1E-13 -2.81E-12 0
28 -0.54 -0.05 -7E-13 -3.45E-12 0
29 -0.56 -0.05 -7E-13 -5.51E-12 0
30 -0.58 -0.05 -8.6E-13 -3.72E-12 0
31 -0.6 -0.05 -1.07E-12 -4.57E-12 0
32 -0.62 -0.05 -1.37E-12 -6.59E-12 0
33 -0.64 -0.05 -1.6E-12 -3.01E-12 0
34 -0.66 -0.05 -2.44E-12 -2.69E-12 0
35 -0.68 -0.05 -4.43E-12 -6.96E-12 0
36 -0.7 -0.05 -7.41E-12 -4.33E-12 0
37 -0.72 -0.05 -1.343E-11 -5.2E-12 0
38 -0.74 -0.05 -2.572E-11 -7.14E-12 0
39 -0.76 -0.05 -5.035E-11 -3.4E-12 0
40 -0.78 -0.05 -9.946E-11 -5.89E-12 0
41 -0.8 -0.05 -1.9624E-10 -4.9E-12 0
42 -0.82 -0.05 -3.8912E-10 -4.24E-12 0
43 -0.84 -0.05 -7.7355E-10 -8.76E-12 0
44 -0.86 -0.05 -1.53486E-09 -7.42E-12 0
45 -0.88 -0.05 -3.0247E-09 -3.04E-12 0
46 -0.9 -0.05 -5.95191E-09 7.3E-13 0
47 -0.92 -0.05 -1.15813E-08 -3.97E-12 0
48 -0.94 -0.05 -2.20401E-08 -6.98E-12 0
49 -0.96 -0.05 -4.03735E-08 -3.28E-12 0
50 -0.98 -0.05 -7.04359E-08 -6.92E-12 0
51 -1 -0.05 -1.15567E-07 -2.98E-12 0
52 -1.02 -0.05 -1.77257E-07 -4.01E-12 0
53 -1.04 -0.05 -2.55823E-07 -5.72E-12 0
54 -1.06 -0.05 -3.489E-07 -4.24E-12 0
55 -1.08 -0.05 -4.53697E-07 -1.072E-11 0
56 -1.1 -0.05 -5.6665E-07 -5.19E-12 0
57 -1.12 -0.05 -6.86067E-07 -5.81E-12 0
58 -1.14 -0.05 -8.09627E-07 -3.39E-12 0
59 -1.16 -0.05 -9.3579E-07 -8.02E-12 0
60 -1.18 -0.05 -1.062922E-06 -3.71E-12 0
61 -1.2 -0.05 -1.18997E-06 -6.39E-12 0
62 -1.22 -0.05 -1.31785E-06 -4.25E-12 0
63 -1.24 -0.05 -1.44525E-06 -7.11E-12 0
64 -1.26 -0.05 -1.57151E-06 -3.84E-12 0
65 -1.28 -0.05 -1.69744E-06 -6.88E-12 0
66 -1.3 -0.05 -1.82211E-06 -4.4E-12 0
67 -1.32 -0.05 -1.94563E-06 -7.65E-12 0
68 -1.34 -0.05 -2.06725E-06 -3.59E-12 0
69 -1.36 -0.05 -2.18808E-06 -7.29E-12 0
70 -1.38 -0.05 -2.30742E-06 -4.43E-12 0
