FET Vds-Id
VG= 0 to -2 in -0.02 step
VDS= -0.05 to -0.5 in -0.45 step
NO. VG VDS ID IG VSUB
 V V A A V
1 0 -0.05 -3.4E-13 -1.15E-12 0
2 -0.02 -0.05 -2.6E-13 5.6E-13 0
3 -0.04 -0.05 -2.8E-13 -2.25E-12 0
4 -0.06 -0.05 -2.6E-13 -2.8E-13 0
5 -0.08 -0.05 -2.8E-13 -2.66E-12 0
6 -0.1 -0.05 -3.3E-13 -3.6E-13 0
7 -0.12 -0.05 -2.9E-13 -2.81E-12 0
8 -0.14 -0.05 -2.8E-13 -7.7E-13 0
9 -0.16 -0.05 -3.2E-13 -3.19E-12 0
10 -0.18 -0.05 -3.2E-13 -9.3E-13 0
11 -0.2 -0.05 -2.8E-13 -3.09E-12 0
12 -0.22 -0.05 -2.8E-13 -8.2E-13 0
13 -0.24 -0.05 -2.8E-13 -3.52E-12 0
14 -0.26 -0.05 -2.2E-13 -8.3E-13 0
15 -0.28 -0.05 -2.3E-13 -3.2E-12 0
16 -0.3 -0.05 -2.5E-13 -9.9E-13 0
17 -0.32 -0.05 -2.6E-13 -3.7E-12 0
18 -0.34 -0.05 -2.2E-13 -1.1E-12 0
19 -0.36 -0.05 -2.2E-13 -3.77E-12 0
20 -0.38 -0.05 -2.5E-13 -9.4E-13 0
21 -0.4 -0.05 -2.4E-13 -3.79E-12 0
22 -0.42 -0.05 -2.7E-13 -1.43E-12 0
23 -0.44 -0.05 -2.8E-13 -3.99E-12 0
24 -0.46 -0.05 -2.6E-13 -1.04E-12 0
25 -0.48 -0.05 -2.2E-13 -4.03E-12 0
26 -0.5 -0.05 -2.9E-13 -1.55E-12 0
27 -0.52 -0.05 -3E-13 -4.1E-12 0
28 -0.54 -0.05 -3.2E-13 -1.31E-12 0
29 -0.56 -0.05 -2.6E-13 -3.65E-12 0
30 -0.58 -0.05 -3.6E-13 -1.68E-12 0
31 -0.6 -0.05 -3.9E-13 -4.24E-12 0
32 -0.62 -0.05 -5.5E-13 -1.36E-12 0
33 -0.64 -0.05 -7.5E-13 -4.14E-12 0
34 -0.66 -0.05 -1.14E-12 -1.38E-12 0
35 -0.68 -0.05 -1.53E-12 -4.17E-12 0
36 -0.7 -0.05 -2.63E-12 -1.51E-12 0
37 -0.72 -0.05 -4.84E-12 -4.25E-12 0
38 -0.74 -0.05 -9.19E-12 -1.77E-12 0
39 -0.76 -0.05 -1.798E-11 -3.1E-13 0
40 -0.78 -0.05 -3.615E-11 -4.05E-12 0
41 -0.8 -0.05 -7.276E-11 -1.78E-12 0
42 -0.82 -0.05 -1.4625E-10 -4.39E-12 0
43 -0.84 -0.05 -2.9472E-10 -1.84E-12 0
44 -0.86 -0.05 -5.9371E-10 -3.88E-12 0
45 -0.88 -0.05 -1.18925E-09 -1.61E-12 0
46 -0.9 -0.05 -2.3787E-09 -4.55E-12 0
47 -0.92 -0.05 -4.70436E-09 -2.35E-12 0
48 -0.94 -0.05 -9.1249E-09 -4.42E-12 0
49 -0.96 -0.05 -1.70732E-08 -1.36E-12 0
50 -0.98 -0.05 -3.05192E-08 -4.46E-12 0
51 -1 -0.05 -5.13845E-08 -2.33E-12 0
52 -1.02 -0.05 -8.08603E-08 -5.11E-12 0
53 -1.04 -0.05 -1.19523E-07 -4.55E-12 0
54 -1.06 -0.05 -1.6644E-07 -1.81E-12 0
55 -1.08 -0.05 -2.20231E-07 -5.02E-12 0
56 -1.1 -0.05 -2.79018E-07 -2.42E-12 0
57 -1.12 -0.05 -3.4177E-07 -5.06E-12 0
58 -1.14 -0.05 -4.07109E-07 -2.41E-12 0
59 -1.16 -0.05 -4.74138E-07 -5.16E-12 0
60 -1.18 -0.05 -5.41894E-07 -2.52E-12 0
61 -1.2 -0.05 -6.1046E-07 -5.27E-12 0
62 -1.22 -0.05 -6.79159E-07 -2.31E-12 0
63 -1.24 -0.05 -7.4785E-07 -4.86E-12 0
64 -1.26 -0.05 -8.15971E-07 -2.81E-12 0
65 -1.28 -0.05 -8.84057E-07 -4.99E-12 0
66 -1.3 -0.05 -9.51629E-07 -2.45E-12 0
67 -1.32 -0.05 -1.018692E-06 -5.36E-12 0
68 -1.34 -0.05 -1.084835E-06 -2.97E-12 0
69 -1.36 -0.05 -1.14922E-06 -4.75E-12 0
70 -1.38 -0.05 -1.21406E-06 -2.64E-12 0
71 -1.4 -0.05 -1.27821E-06 -5.1E-12 0
72 -1.42 -0.05 -1.34137E-06 -2.81E-12 0
73 -1.44 -0.05 -1.40414E-06 -5.34E-12 0
74 -1.46 -0.05 -1.46616E-06 -2.96E-12 0
75 -1.48 -0.05 -1.52743E-06 -5.05E-12 0
76 -1.5 -0.05 -1.58786E-06 -2.86E-12 0
77 -1.52 -0.05 -1.64775E-06 -5.16E-12 0
78 -1.54 -0.05 -1.70702E-06 -2.99E-12 0
79 -1.56 -0.05 -1.76559E-06 -4.82E-12 0
80 -1.58 -0.05 -1.82325E-06 -3.14E-12 0
81 -1.6 -0.05 -1.88042E-06 -5.22E-12 0
82 -1.62 -0.05 -1.93697E-06 -3.1E-12 0
83 -1.64 -0.05 -1.9929E-06 -5.13E-12 0
84 -1.66 -0.05 -2.04813E-06 -3.45E-12 0
85 -1.68 -0.05 -2.10274E-06 -5.13E-12 0
86 -1.7 -0.05 -2.15686E-06 -2.86E-12 0
87 -1.72 -0.05 -2.2104E-06 -5.26E-12 0
88 -1.74 -0.05 -2.26301E-06 -3.43E-12 0
89 -1.76 -0.05 -2.31543E-06 -5.26E-12 0
90 -1.78 -0.05 -2.36721E-06 -3.11E-12 0
91 -1.8 -0.05 -2.41838E-06 -5.21E-12 0
92 -1.82 -0.05 -2.46917E-06 -3.32E-12 0
93 -1.84 -0.05 -2.51938E-06 -5.33E-12 0
94 -1.86 -0.05 -2.56917E-06 -3.5E-12 0
95 -1.88 -0.05 -2.61819E-06 -5.32E-12 0
96 -1.9 -0.05 -2.6669E-06 -3.54E-12 0
97 -1.92 -0.05 -2.71528E-06 -5.6E-12 0
98 -1.94 -0.05 -2.76307E-06 -3.47E-12 0
99 -1.96 -0.05 -2.81042E-06 -5.37E-12 0
100 -1.98 -0.05 -2.85733E-06 -3.15E-12 0
101 -2 -0.05 -2.90396E-06 -5.14E-12 0
102 -2 -0.05 -2.904E-06 -3.89E-12 0
103 -1.98 -0.05 -2.85746E-06 -1.93E-12 0
104 -1.96 -0.05 -2.81054E-06 -2.48E-12 0
105 -1.94 -0.05 -2.7633E-06 1E-13 0
106 -1.92 -0.05 -2.71554E-06 -1.65E-12 0
107 -1.9 -0.05 -2.66714E-06 6.9E-13 0
108 -1.88 -0.05 -2.61834E-06 -1.2E-12 0
109 -1.86 -0.05 -2.56935E-06 1.47E-12 0
110 -1.84 -0.05 -2.51964E-06 -5.1E-13 0
111 -1.82 -0.05 -2.46944E-06 1.3E-12 0
112 -1.8 -0.05 -2.41871E-06 -5.5E-13 0
113 -1.78 -0.05 -2.36752E-06 1.95E-12 0
114 -1.76 -0.05 -2.31578E-06 -3.4E-13 0
115 -1.74 -0.05 -2.26347E-06 1.65E-12 0
116 -1.72 -0.05 -2.21071E-06 -8E-14 0
117 -1.7 -0.05 -2.15732E-06 2.05E-12 0
118 -1.68 -0.05 -2.10322E-06 -4.2E-13 0
119 -1.66 -0.05 -2.04862E-06 1.98E-12 0
120 -1.64 -0.05 -1.99361E-06 2E-13 0
121 -1.62 -0.05 -1.9377E-06 2.35E-12 0
122 -1.6 -0.05 -1.88118E-06 1.8E-13 0
123 -1.58 -0.05 -1.82395E-06 2.75E-12 0
124 -1.56 -0.05 -1.76633E-06 6.2E-13 0
125 -1.54 -0.05 -1.7078E-06 2.67E-12 0
126 -1.52 -0.05 -1.64858E-06 4.1E-13 0
127 -1.5 -0.05 -1.58869E-06 2.8E-12 0
128 -1.48 -0.05 -1.52828E-06 7.7E-13 0
129 -1.46 -0.05 -1.46699E-06 2.17E-12 0
130 -1.44 -0.05 -1.40493E-06 -1.5E-13 0
131 -1.42 -0.05 -1.34219E-06 1.68E-12 0
132 -1.4 -0.05 -1.279E-06 0 0
133 -1.38 -0.05 -1.21494E-06 1.45E-12 0
134 -1.36 -0.05 -1.15012E-06 -2.4E-13 0
135 -1.34 -0.05 -1.08455E-06 2.25E-12 0
136 -1.32 -0.05 -1.01861E-06 1.1E-13 0
137 -1.3 -0.05 -9.52568E-07 7.3E-13 0
138 -1.28 -0.05 -8.85024E-07 2.91E-12 0
139 -1.26 -0.05 -8.16943E-07 1E-12 0
