FET Vds-Id
VG= 0 to -2 in -0.02 step
VDS= -0.05 to -0.5 in -0.45 step
NO. VG VDS ID IG VSUB
 V V A A V
1 0 -0.05 -6.72E-12 -8.95E-12 2
2 -0.02 -0.05 -5.49E-12 2.38E-12 2
3 -0.04 -0.05 -5.7E-12 -1.2E-12 2
4 -0.06 -0.05 -5.42E-12 -8.57E-12 2
5 -0.08 -0.05 -5.21E-12 -4.31E-12 2
6 -0.1 -0.05 -5.28E-12 -6.87E-12 2
7 -0.12 -0.05 -5.55E-12 -1.303E-11 2
8 -0.14 -0.05 -5.76E-12 -9.27E-12 2
9 -0.16 -0.05 -4.99E-12 -7.73E-12 2
10 -0.18 -0.05 -3.3E-12 3.13E-12 2
11 -0.2 -0.05 -4.37E-12 -6.2E-12 2
12 -0.22 -0.05 -4.24E-12 -9.62E-12 2
13 -0.24 -0.05 -4.07E-12 -5.86E-12 2
14 -0.26 -0.05 -3.84E-12 -9.78E-12 2
15 -0.28 -0.05 -4.2E-12 -7.23E-12 2
16 -0.3 -0.05 -3.82E-12 -7.09E-12 2
17 -0.32 -0.05 -4.13E-12 -7.86E-12 2
18 -0.34 -0.05 -3.31E-12 -8.4E-12 2
19 -0.36 -0.05 1.72E-12 -2.27E-12 2
20 -0.38 -0.05 -3.56E-12 -1.096E-11 2
21 -0.4 -0.05 -2.87E-12 -4.53E-12 2
22 -0.42 -0.05 -3.08E-12 -1.109E-11 2
23 -0.44 -0.05 -2.93E-12 -6.21E-12 2
24 -0.46 -0.05 -3.17E-12 -1.473E-11 2
25 -0.48 -0.05 -3.62E-12 -1.209E-11 2
26 -0.5 -0.05 -3.02E-12 -7.52E-12 2
27 -0.52 -0.05 -5.6E-13 -4.97E-12 2
28 -0.54 -0.05 -2.54E-12 -9.68E-12 2
29 -0.56 -0.05 -2.17E-12 -5.84E-12 2
30 -0.58 -0.05 -2.13E-12 -1.053E-11 2
31 -0.6 -0.05 -1.99E-12 -6.59E-12 2
32 -0.62 -0.05 -1.89E-12 -1.074E-11 2
33 -0.64 -0.05 -1.86E-12 -6.49E-12 2
34 -0.66 -0.05 -1.76E-12 -1.113E-11 2
35 -0.68 -0.05 -1.75E-12 -6.24E-12 2
36 -0.7 -0.05 -1.72E-12 -8.38E-12 2
37 -0.72 -0.05 -1.67E-12 -1.124E-11 2
38 -0.74 -0.05 -1.78E-12 -6.78E-12 2
39 -0.76 -0.05 -1.69E-12 -7.31E-12 2
40 -0.78 -0.05 -1.73E-12 -1.144E-11 2
41 -0.8 -0.05 -1.47E-12 -6.25E-12 2
42 -0.82 -0.05 -1.34E-12 -7.58E-12 2
43 -0.84 -0.05 -1.54E-12 -1.154E-11 2
44 -0.86 -0.05 -1.9E-12 -6.6E-12 2
45 -0.88 -0.05 -2.17E-12 -1.237E-11 2
46 -0.9 -0.05 -2.59E-12 -7.59E-12 2
47 -0.92 -0.05 -3.72E-12 -1.209E-11 2
48 -0.94 -0.05 -6.71E-12 -1.306E-11 2
49 -0.96 -0.05 -1.281E-11 -1.076E-11 2
50 -0.98 -0.05 -2.531E-11 -2.225E-11 2
51 -1 -0.05 -5.317E-11 -3.35E-11 2
52 -1.02 -0.05 -1.1055E-10 -5.69E-11 2
53 -1.04 -0.05 -2.2982E-10 -1.102E-10 2
54 -1.06 -0.05 -4.8457E-10 -2.1112E-10 2
55 -1.08 -0.05 -1.08664E-09 -2.962E-10 2
56 -1.1 -0.05 -2.39001E-09 -2.9257E-10 2
57 -1.12 -0.05 -4.9627E-09 -3.1887E-10 2
58 -1.14 -0.05 -9.75414E-09 -3.5114E-10 2
59 -1.16 -0.05 -1.81925E-08 -3.7913E-10 2
60 -1.18 -0.05 -3.17814E-08 -4.0013E-10 2
61 -1.2 -0.05 -5.20326E-08 -4.1221E-10 2
62 -1.22 -0.05 -7.95961E-08 -4.042E-10 2
63 -1.24 -0.05 -1.14373E-07 -4.2668E-10 2
64 -1.26 -0.05 -1.5567E-07 -4.3935E-10 2
65 -1.28 -0.05 -2.02517E-07 -4.5368E-10 2
66 -1.3 -0.05 -2.53617E-07 -4.628E-10 2
67 -1.32 -0.05 -3.07947E-07 -4.7804E-10 2
68 -1.34 -0.05 -3.64421E-07 -4.9605E-10 2
69 -1.36 -0.05 -4.22851E-07 -4.9736E-10 2
70 -1.38 -0.05 -4.82357E-07 -5.2305E-10 2
71 -1.4 -0.05 -5.42643E-07 -5.3725E-10 2
72 -1.42 -0.05 -6.03078E-07 -5.403E-10 2
73 -1.44 -0.05 -6.6395E-07 -5.3983E-10 2
74 -1.46 -0.05 -7.2494E-07 -5.5229E-10 2
75 -1.48 -0.05 -7.85703E-07 -5.8999E-10 2
76 -1.5 -0.05 -8.46106E-07 -5.9127E-10 2
77 -1.52 -0.05 -9.06371E-07 -6.0161E-10 2
78 -1.54 -0.05 -9.66379E-07 -6.5254E-10 2
79 -1.56 -0.05 -1.025662E-06 -6.8277E-10 2
80 -1.58 -0.05 -1.08484E-06 -6.9712E-10 2
81 -1.6 -0.05 -1.14195E-06 -7.068E-10 2
82 -1.62 -0.05 -1.19979E-06 -7.2186E-10 2
83 -1.64 -0.05 -1.25703E-06 -7.5022E-10 2
84 -1.66 -0.05 -1.31389E-06 -7.778E-10 2
85 -1.68 -0.05 -1.37023E-06 -7.9342E-10 2
86 -1.7 -0.05 -1.42604E-06 -7.7548E-10 2
87 -1.72 -0.05 -1.48109E-06 -8.3625E-10 2
88 -1.74 -0.05 -1.53585E-06 -8.5324E-10 2
89 -1.76 -0.05 -1.59E-06 -8.9452E-10 2
90 -1.78 -0.05 -1.64369E-06 -9.1201E-10 2
91 -1.8 -0.05 -1.69666E-06 -9.3789E-10 2
92 -1.82 -0.05 -1.74936E-06 -9.3039E-10 2
93 -1.84 -0.05 -1.80156E-06 -9.8938E-10 2
94 -1.86 -0.05 -1.85325E-06 -1.01753E-09 2
95 -1.88 -0.05 -1.90418E-06 -1.0486E-09 2
96 -1.9 -0.05 -1.95491E-06 -1.01582E-09 2
97 -1.92 -0.05 -2.00515E-06 -1.05364E-09 2
98 -1.94 -0.05 -2.05492E-06 -1.08812E-09 2
99 -1.96 -0.05 -2.10407E-06 -1.11205E-09 2
100 -1.98 -0.05 -2.15287E-06 -1.14632E-09 2
101 -2 -0.05 -2.20125E-06 -1.18135E-09 2
102 -2 -0.05 -2.20137E-06 -1.18707E-09 2
103 -1.98 -0.05 -2.15306E-06 -1.14337E-09 2
104 -1.96 -0.05 -2.10431E-06 -1.10292E-09 2
105 -1.94 -0.05 -2.05528E-06 -1.07813E-09 2
106 -1.92 -0.05 -2.00562E-06 -1.03943E-09 2
107 -1.9 -0.05 -1.95536E-06 -1.01578E-09 2
108 -1.88 -0.05 -1.90472E-06 -9.8522E-10 2
109 -1.86 -0.05 -1.85385E-06 -9.5512E-10 2
110 -1.84 -0.05 -1.8022E-06 -9.3247E-10 2
111 -1.82 -0.05 -1.75014E-06 -9.0138E-10 2
112 -1.8 -0.05 -1.69752E-06 -8.7559E-10 2
113 -1.78 -0.05 -1.64462E-06 -8.5731E-10 2
114 -1.76 -0.05 -1.59105E-06 -8.2191E-10 2
115 -1.74 -0.05 -1.53683E-06 -8.0648E-10 2
116 -1.72 -0.05 -1.48218E-06 -7.8625E-10 2
117 -1.7 -0.05 -1.42718E-06 -7.6089E-10 2
118 -1.68 -0.05 -1.37141E-06 -7.388E-10 2
119 -1.66 -0.05 -1.31513E-06 -7.2373E-10 2
120 -1.64 -0.05 -1.25826E-06 -6.9781E-10 2
121 -1.62 -0.05 -1.20117E-06 -7.1956E-10 2
122 -1.6 -0.05 -1.1433E-06 -6.8437E-10 2
123 -1.58 -0.05 -1.08494E-06 -6.723E-10 2
124 -1.56 -0.05 -1.02607E-06 -6.5943E-10 2
125 -1.54 -0.05 -9.67846E-07 -6.3628E-10 2
126 -1.52 -0.05 -9.07923E-07 -6.4964E-10 2
127 -1.5 -0.05 -8.47667E-07 -5.9596E-10 2
128 -1.48 -0.05 -7.87296E-07 -5.859E-10 2
129 -1.46 -0.05 -7.26534E-07 -5.6526E-10 2
130 -1.44 -0.05 -6.65581E-07 -5.6554E-10 2
131 -1.42 -0.05 -6.04759E-07 -5.352E-10 2
132 -1.4 -0.05 -5.4431E-07 -5.246E-10 2
133 -1.38 -0.05 -4.84013E-07 -5.0678E-10 2
134 -1.36 -0.05 -4.24508E-07 -4.6869E-10 2
135 -1.34 -0.05 -3.6611E-07 -4.6173E-10 2
136 -1.32 -0.05 -3.09601E-07 -4.4599E-10 2
137 -1.3 -0.05 -2.55224E-07 -4.296E-10 2
138 -1.28 -0.05 -2.04064E-07 -4.222E-10 2
139 -1.26 -0.05 -1.57162E-07 -4.206E-10 2
140 -1.24 -0.05 -1.15861E-07 -4.0656E-10 2
141 -1.22 -0.05 -8.08529E-08 -3.9912E-10 2
142 -1.2 -0.05 -5.30853E-08 -3.8597E-10 2
143 -1.18 -0.05 -3.26448E-08 -3.8129E-10 2
144 -1.16 -0.05 -1.87962E-08 -3.5742E-10 2
145 -1.14 -0.05 -1.01335E-08 -3.4851E-10 2
146 -1.12 -0.05 -5.16422E-09 -3.2887E-10 2
147 -1.1 -0.05 -2.49402E-09 -3.1121E-10 2
148 -1.08 -0.05 -1.13668E-09 -2.8298E-10 2
149 -1.06 -0.05 -5.0248E-10 -2.0378E-10 2
150 -1.04 -0.05 -2.3763E-10 -1.0216E-10 2
151 -1.02 -0.05 -1.1384E-10 -4.912E-11 2
152 -1 -0.05 -5.469E-11 -2.808E-11 2
153 -0.98 -0.05 -2.672E-11 -1.338E-11 2
154 -0.96 -0.05 -1.445E-11 -1.458E-11 2
155 -0.94 -0.05 -7E-12 -4.16E-12 2
156 -0.92 -0.05 -2.5E-12 -6E-12 2
157 -0.9 -0.05 -2.7E-12 -6.14E-12 2
