    Nsub = 1.6e16 cm-3

      Ns [1/m2]         Eeff [V/m]        mob. [m2/Vs]

   6.37207502341E+14   6.24638776914E+6   .0157716225532
   9.31246688075E+14   6.39797547338E+6   .0170949765903
   1.25727330702E+15   6.56605384213E+6   .017903413169
   1.60436482101E+15   6.74499191677E+6   .0183273564613
   1.96627977967E+15   6.93157200668E+6   .0185731633156
   2.33911727649E+15   7.1237830552E+6   .0187065491125
   2.71975658629E+15   7.32001621702E+6   .0187703089263
   3.10585716517E+15   7.51906485814E+6   .0187326368238
   3.49663883185E+15   7.72052676724E+6   .018681158791
   3.89132140501E+15   7.92399973299E+6   .0186236263061
   4.28912470337E+15   8.12908154406E+6   .0185123049764
   4.68926854562E+15   8.33536998912E+6   .0184185313928
   5.09253311306E+15   8.54326727949E+6   .0182759559451
   5.49891840569E+15   8.75277341518E+6   .018168222652
   5.90608387962E+15   8.9626817622E+6   .0180359875854
   6.31402953485E+15   9.17299232056E+6   .0179151795293
   6.72353555267E+15   9.38410730157E+6   .0177760359553
   7.13460193309E+15   9.59602670524E+6   .0176664319472
   7.5472286761E+15   9.80875053156E+6   .0175520276664
   7.96063560042E+15   1.00218765692E+7   .0174006078539
   8.37404252473E+15   1.02350026069E+7   .0172686829168
   8.78822963034E+15   1.04485308559E+7   .0171332143608
   9.20397709855E+15   1.06628635275E+7   .0170070565636
   9.62128492935E+15   1.08780006218E+7   .0168943376301
   1.00393729415E+16   1.10935399275E+7   .0167795771849
   1.04574609536E+16   1.13090792331E+7   .01667277995
   1.08755489657E+16   1.15246185387E+7   .0165508664059
   1.12936369778E+16   1.17401578444E+7   .0164323633063
   1.17125051712E+16   1.19560993613E+7   .0163374790877
   1.21321535458E+16   1.21724430896E+7   .016206279544
   1.25525821018E+16   1.23891890293E+7   .0161283278202
   1.29737908391E+16   1.26063371802E+7   .0159997097642
   1.33949995764E+16   1.28234853312E+7   .0159142193003
   1.38162083137E+16   1.30406334821E+7   .0157917078203
   1.4237417051E+16   1.32577816331E+7   .0156978282999
   1.46586257883E+16   1.3474929784E+7   .0155980942817
   1.50806147069E+16   1.36924801463E+7   .0155191114483
   1.55033838068E+16   1.39104327199E+7   .0154272871741
   1.59261529067E+16   1.41283852935E+7   .0153204257859
   1.63489220066E+16   1.43463378671E+7   .0152346088942
   1.67716911064E+16   1.45642904408E+7   .0151258904631
   1.71944602063E+16   1.47822430144E+7   .015060880537
   1.76180094875E+16   1.50005977993E+7   .0149572865388
   1.804233895E+16   1.52193547956E+7   .0148832244523
   1.84666684125E+16   1.54381117919E+7   .0147995146578
   1.88902176937E+16   1.56564665768E+7   .0147121152494
   1.93137669749E+16   1.58748213617E+7   .0146331466521
   1.97388766186E+16   1.60939805693E+7   .0145493474705
   2.01639862624E+16   1.63131397769E+7   .0144659362489
   2.05883157249E+16   1.65318967732E+7   .0143957564832
   2.10126451874E+16   1.67506537695E+7   .014312715386
   2.14377548312E+16   1.69698129771E+7   .0142365857703
   2.18636446563E+16   1.7189374396E+7   .0141652320755
   2.22895344813E+16   1.7408935815E+7   .0141051416131
   2.27154243064E+16   1.76284972339E+7   .0140104480401
   2.31413141315E+16   1.78480586528E+7   .0139581587614
   2.35672039566E+16   1.80676200718E+7   .0138727733096
   2.39930937817E+16   1.82871814907E+7   .013814210299
   2.44189836067E+16   1.85067429096E+7   .0137374306768
   2.48448734318E+16   1.87263043285E+7   .0136678784639
   2.52715434382E+16   1.89462679588E+7   .01360476823
   2.56989936259E+16   1.91666338004E+7   .0135418616859
   2.61256636322E+16   1.93865974307E+7   .0134828727369
   2.65515534573E+16   1.96061588496E+7   .0134175745975
   2.69782234637E+16   1.98261224798E+7   .0133647664129
   2.74056736514E+16   2.00464883214E+7   .013288229167
   2.78331238391E+16   2.0266854163E+7   .0132350073223
   2.82605740267E+16   2.04872200046E+7   .0131694808879
   2.86880242144E+16   2.07075858462E+7   .0131081179829
   2.91154744021E+16   2.09279516878E+7   .0130524779428
   2.95429245898E+16   2.11483175294E+7   .0129799848954
   2.99703747774E+16   2.1368683371E+7   .0129235269635
   3.03978249651E+16   2.15890492126E+7   .0128840968909
   3.08252751528E+16   2.18094150542E+7   .0128202466144
   3.12527253405E+16   2.20297808958E+7   .0127707253209
   3.16801755281E+16   2.22501467373E+7   .0127185363038
   3.21076257158E+16   2.24705125789E+7   .0126578599603
   3.25350759035E+16   2.26908784205E+7   .0126186621535
   3.29633062725E+16   2.29116464734E+7   .0125644055444
   3.33923168227E+16   2.31328167377E+7   .0124937739033
   3.3821327373E+16   2.33539870019E+7   .0124590644455
   3.42503379233E+16   2.35751572662E+7   .0124141136954
